vn_id,rid,vn_title,age_rating,vn_length_str,vn_length_h,has_anime,is_nukige
v2841,r5560,Chou Shiritsu! Onna no Ko-sama Gakuen,18,2-10 h,2.667,f,t
v2842,r5562,Ijimete Maniac!!,18,2-10 h,1.067,f,t
v2843,r5564,FIRST|LIVE,0,Unknown,13.250,f,f
v2845,r34927,Watashi no Shiranai Mesu no Kao,18,2-10 h,6.317,t,t
v2846,r5572,Futanari♪ Milk Seeki,18,Unknown,15.633,f,t
v2851,r5592,Otouto o Aishite Yamanai Ane Arui wa Onii-chan ga Daisukikko na Imouto to no Taboo na Kankei,18,2-10 h,4.250,f,f
v2852,r5594,Tadashii Kozukuri o Shiranu Miraijin no Rondo,18,2-10 h,12.200,f,t
v2855,r5602,Ookami Shoujo Reona -Yasei Houkai Hakuchi Kyouiku-,18,Unknown,11.878,f,t
v2857,r136695,Mamono Musume to no Seikatsu ~Lamia no Baai~,18,2-10 h,4.077,f,t
v2858,r5609,Sis☆Pon ~Haramase♪ Gochisou-sama!~,18,0-2 h,6.708,f,t
v2859,r5612,Nekomata ~Futanari Hen~,18,2-10 h,4.600,f,f
v2861,r5616,"Binyuu Inmai Haruka ""Watashi ni Iyarashii Cosplay Saseru nante... Kono Hentai!""",18,10-30 h,20.450,f,f
v2865,r5627,Kiss x 600 Kanrinin-san no Ponytail,18,10-30 h,28.167,f,t
v2877,r5652,Momoiro Choukyou ~Mezase H na Ojou-sama~,18,Unknown,6.733,f,t
v2878,r26868,Tenmusu!? ~Tonikaku Yoku Korobu Dojikko-tachi~,18,10-30 h,6.000,f,f
v2879,r5656,Hitozuma♪ Kasumi-san ~Oyako to Kyoudou Seikatsu~,18,10-30 h,16.000,t,f
v2888,r5679,Sakura Taisen 3 ~Paris wa Moeteiru ka~,0,10-30 h,27.697,t,f
v2890,r5690,Hitozuma Cosplay Kissa,18,10-30 h,20.000,t,f
v2892,r5696,Hitozuma Dorei Kissa 2,18,0-2 h,0.767,f,t
v2897,r5706,Hitozuma Gui ~Manbiki G-man Chijoku Nikki~,18,10-30 h,12.000,f,t
v2898,r5708,Hitozuma Mahjong,18,Unknown,15.000,f,f
v2904,r5718,Magical Witch Academy ~Boku to Sensei no Magical Lesson~,18,10-30 h,23.233,t,f
v2907,r5720,Tsun Ane Princess Emiria to Nangoku Oukyuu Kozukuri ~Nakadashi nante Namaiki yo! Aka-chan Dekiru made Yurusanain Dakara!~,18,2-10 h,4.083,f,t
v2910,r5729,Hitozuma Mahjong 2,18,2-10 h,15.000,f,f
v2912,r5732,Hitozuma Onee-san to Tsundere Osananajimi no Haranda Kankei,18,0-2 h,10.167,f,t
v2914,r5736,memories,18,2-10 h,4.000,f,f
v2915,r5737,Knot ~Kizuna no Mahou~,18,Unknown,6.383,f,f
v2916,r58195,Kansen 2 ~Inzai Toshi~,18,10-30 h,7.000,t,t
v2932,r5770,D.C. II ~Da Capo II~ Fall in Love,18,10-30 h,19.000,f,f
v2939,r6352,"Cthulhu ~Otome no Fureru, Tenshi no Yubisaki~",18,10-30 h,22.992,f,f
v2942,r5791,Ai no Katachi ~Ecchi na Onna no Ko wa Kirai... Desu ka?~,18,2-10 h,9.750,t,f
v2946,r5796,Tsuma x Tsuma ~Koko wa Hitozuma Paradise!~,18,Unknown,20.000,f,f
v2948,r5799,Tsuma x Tsuma 2 ~Motto! Hitozuma Paradise~,18,10-30 h,25.000,f,f
v2949,r5803,Tsuma x Tsuma 3 ~Koko wa Hitozuma Market!~,18,Unknown,30.000,t,f
v2956,r5823,Tokimeki Memorial Girl's Side: 3rd Story,12,50+ h,80.000,f,f
v2959,r5723,Hoshizora no Memoria -Eternal Heart-,18,10-30 h,15.115,f,f
v2964,r5841,Manaka de Ikuno!!,18,0-2 h,0.050,t,f
v2968,r5848,Hoshizora e Kakaru Hashi,18,10-30 h,33.000,t,f
v2969,r25608,"Harukazedori ni, Tomarigi o. 2nd Story ~Tsuki no Tobira to Umi no Kakera~",18,Unknown,17.867,f,f
v2970,r5851,Yokorenbo ~Immoral Mother~,18,2-10 h,6.750,t,t
v2971,r5853,Iyashinbo ~Sekai de Ichiban Suki na Hito~,18,10-30 h,7.000,f,t
v2979,r5869,Kanjuku Shimai Injoku Chikan Densha ~Torawareta Bijin Shimai~,18,2-10 h,1.750,f,t
v2982,r5876,Magical☆Tale,18,10-30 h,11.483,f,f
v2989,r5885,Tsundere★S Otome -Sweet Sweet Sweet-,18,30-50 h,30.000,f,f
v2990,r5886,"Tsuki no Hikari, Taiyou no Kage -Another Moon-",18,2-10 h,3.000,f,f
v2999,r5900,Youkoso♪ Seerua Gakuen Nakadashi Festival,18,2-10 h,3.383,f,t
v3000,r5902,Okaa-san ga Ippai!,18,Unknown,15.000,f,t
v3018,r5935,Id -Rebirth Session-,18,10-30 h,14.700,f,f
v3019,r5938,Koitsuma Biyori ~Yukino-san wa Hitozuma Kanrinin~,18,10-30 h,25.000,f,t
v3026,r5950,Houkago ~Nureta Seifuku~,18,10-30 h,14.000,t,t
v3030,r5964,Dustmania Grotesque ~Kaitai Sounyuu Shinsho~,18,0-2 h,2.044,f,t
v3031,r5970,Sono Hanabira ni Kuchizuke o: Amakute Hoshikute Torokeru Chuu,18,2-10 h,4.986,f,t
v3032,r33176,PARA-SOL,0,30-50 h,21.022,f,f
v3044,r5990,Houkago Nyannyan Club,18,2-10 h,14.300,f,f
v3045,r5991,Houou Senki Maimu,18,2-10 h,17.867,f,f
v3050,r6000,"HxHxH = Hajimari wa H kara ~Daisuki Dakara, Daikirai!~",18,2-10 h,3.350,f,t
v3052,r6008,Shouryuu Senki Tenmu,18,10-30 h,7.217,f,f
v3053,r6011,Imouto Ijime,18,2-10 h,2.579,f,t
v3057,r6016,Idol★Harem,18,10-30 h,11.000,f,t
v3059,r23068,Rune Lord,18,10-30 h,37.000,f,f
v3061,r6022,Komorebi no Namikimichi,18,Unknown,30.000,f,f
v3066,r6042,Daiteikoku,18,50+ h,61.500,f,f
v3067,r6262,Unival! Paranormal Girls Strike!!,18,Unknown,28.500,f,f
v3068,r6044,Gensou no Avatar,18,30-50 h,30.950,f,f
v3077,r6058,Iji Care ~Noel-kun no Gohoushi Nikki~,18,10-30 h,15.000,f,t
v3079,r6096,Kud Wafter,18,10-30 h,15.091,t,t
v3081,r6061,Ijou Chitai ~Kanojo wa Boku no Jikken Dorei~,18,0-2 h,8.808,t,t
v3083,r6066,Ikusa Miko -Vestal Virgin-,12,2-10 h,3.767,f,f
v3087,r6071,Immoral,18,2-10 h,7.533,t,f
v3088,r6075,Immoral Report ~Joseito kara no Ecchi na Kokuhaku~,18,0-2 h,1.667,f,t
v3091,r6079,CHAOS;HEAD Love Chu☆Chu!,15,10-30 h,27.813,f,f
v3095,r12650,"Kourin no Machi, Lavender no Shoujo",0,10-30 h,23.750,f,t
v3096,r5860,Haru Urare -Kounai Akasen Kuiki-,18,2-10 h,5.500,f,t
v3100,r5860,Choukou Sennin Haruka: Haruka VS Escalayer,18,Unknown,1.750,f,f
v3102,r5860,Rachell no Sakuragai,18,0-2 h,1.817,f,f
v3108,r38027,Ice no!,18,2-10 h,5.667,f,f
v3111,r6097,Evolimit,0,30-50 h,52.040,f,f
v3112,r6098,Kyokugen Dasshutsu - 9-Jikan 9-Nin 9 no Tobira,15,10-30 h,21.214,f,f
v3113,r6100,Honoo no Haramase Oppai Shintai Sokutei ~Osananajimi Joshikousei Shintai Sokutei de Zen'in Nakadashi Paradise!~,18,2-10 h,4.000,f,t
v3124,r6137,Boku no Hitozuma Onee-san ~M na Hitozuma x S na Miboujin~,18,2-10 h,12.533,f,t
v3128,r6146,Moero Downhill Night 2,18,10-30 h,17.167,f,f
v3129,r6148,Moero Downhill Night Blaze,18,10-30 h,19.433,f,f
v3130,r6150,Hanakisou,0,10-30 h,17.258,f,f
v3132,r6154,Signal Heart Plus,18,10-30 h,4.183,f,f
v3134,r6155,BALDR SKY Core Defender,18,0-2 h,2.475,f,f
v3139,r6162,Moekan,18,10-30 h,31.500,t,f
v3144,r6965,Subarashiki Hibi ~Furenzoku Sonzai~,15,30-50 h,51.684,f,f
v3153,r6190,Inmai Baby,18,2-10 h,5.000,f,f
v3155,r6192,"Inmu Gakuen ""Dame... Konna ni Nacchau no wa Yume no Naka dake nano...!""",18,Unknown,9.500,t,t
v3161,r6559,STARLESS,18,30-50 h,24.926,t,t
v3168,r6210,Innyuu Joshikousei - Ryoujoku Shidou Youryou,18,10-30 h,2.500,f,t
v3171,r6220,Inraku no Ketsuzoku ~Kindan no Jubaku~,18,2-10 h,9.392,f,t
v3172,r6222,Inraku no Miko,18,Unknown,4.033,f,f
v3176,r6228,Tenshi de Akuma,18,2-10 h,2.500,f,f
v3179,r6234,Devil Make Love,18,Unknown,2.000,f,f
v3182,r6251,SHANGRLIA,18,Unknown,6.000,f,f
v3183,r6254,SHANGRLIA2,18,Unknown,5.000,f,f
v3184,r6256,Kazoku Keikaku ~Soshite Mata Kazoku Keikaku o~,18,2-10 h,2.053,f,f
v3192,r6265,Isogashii Hito no Tame no Koumakyou,0,2-10 h,6.000,f,f
v3193,r6266,Isogashii Hito no Tame no Youyoumu,0,2-10 h,6.000,f,f
v3194,r6267,Ore-tachi ni Tsubasa wa Nai AfterStory,18,10-30 h,17.741,f,f
v3195,r6269,Interlude,15,10-30 h,21.000,t,f
v3200,r10465,Sekai Seifuku Kanojo,0,30-50 h,38.167,f,f
v3204,r6283,Itazura Love Hitoke no Nai Kouen de Shoujo to Ai o Hagukumou,18,2-10 h,4.717,f,t
v3205,r6284,Itazura Mahjong,18,Unknown,4.000,f,f
v3208,r23641,Sugar+Spice 2,18,30-50 h,28.900,f,f
v3216,r6297,"Niizuma Ikasete Milk! Danchizuma, Hirusagari no Kahanshin Jijou",18,10-30 h,26.000,f,t
v3217,r6298,Izayoi no Hanayome,18,Unknown,18.000,f,f
v3226,r12318,Tantei Opera Milky Holmes,12,2-10 h,8.517,t,f
v3229,r6313,Miko Mama,18,Unknown,3.000,f,t
v3235,r6324,Lilith-Izm04 ~Kasshoku Hen~,18,0-2 h,1.479,f,t
v3246,r6353,Tsui no Sora,18,2-10 h,10.256,t,f
v3252,r6359,Hapitora Gaiden Aina no Shinkon Nikki,18,2-10 h,3.083,f,f
v3255,r6362,Piyotan ~Housekeeper wa Cute na Tantei~,18,10-30 h,16.242,f,f
v3257,r6364,Silent Moon,18,Unknown,3.033,f,f
v3260,r24075,Harukanaru Toki no Naka de 3,12,Unknown,69.350,t,f
v3263,r83765,Harukanaru Toki no Naka de 4,12,Unknown,62.500,f,f
v3264,r6376,Kakurezuki,0,Unknown,5.000,f,f
v3265,r6379,Ouji-sama Lv1,18,Unknown,14.000,f,f
v3269,r86571,Cosutte Alien -Yuuwaku no Cosplay H-,18,2-10 h,4.292,f,t
v3271,r6391,Akatsuki no Goei ~Tsumibukaki Shuumatsuron~,18,30-50 h,30.647,f,f
v3284,r12215,Wand of Fortune ~Mirai e no Prologue~,12,Unknown,20.000,f,f
v3286,r6424,Ryokan Shirasagi,18,10-30 h,10.000,t,f
v3295,r6439,Christmas★Present,18,Unknown,19.000,f,f
v3303,r6457,Nopan Arbeit!,18,0-2 h,3.800,f,t
v3306,r24865,Prism Rhythm,18,10-30 h,20.906,f,f
v3316,r6478,Maou-sama no Kyuukon,15,Unknown,3.167,f,f
v3317,r6479,Harami no Tane,18,Unknown,25.000,f,t
v3319,r6482,The Second Reproduction,15,2-10 h,12.500,f,f
v3320,r6483,Shiiku Hakusho ~Kusari ni Tsunagareta Doukyuusei~,18,Unknown,6.333,f,t
v3324,r6493,Rain Memory -Amayadori-,18,2-10 h,3.000,f,f
v3327,r6499,Jokei Kazoku ~Inbou~,18,10-30 h,8.650,t,f
v3333,r6511,Disgaea Infinite,0,2-10 h,15.000,f,f
v3334,r6514,Yami no Koe,18,2-10 h,12.151,f,t
v3335,r6516,Yami no Koe II,18,2-10 h,11.705,f,t
v3336,r6517,Yami no Koe III ~Gobou San'yoku Mahoujin~,18,2-10 h,3.757,f,t
v3337,r6518,Yami no Koe Ibunroku,18,2-10 h,8.450,f,t
v3338,r6521,EVE The Fatal Attraction,13,10-30 h,16.000,f,f
v3342,r18033,Jorou Gumo ~Jubaku no Mesu Dorei-tachi~,18,50+ h,30.000,f,f
v3343,r6533,Oni Chichi ~Manamusume Kyousei Hatsujou~,18,2-10 h,5.042,t,t
v3346,r6544,Yagai Gakushuu,18,2-10 h,2.846,f,t
v3347,r6547,Puraneko: Planet of the Cats,18,10-30 h,16.000,f,f
v3356,r6555,Oppai no Ouja 48 ~Nani mo Kangaezu Me no Mae no Oppai Zenbu Shabure!~,18,10-30 h,10.250,t,t
v3358,r6562,Jukubo Gui ~Moto Guradoru no Okaa-san~,18,2-10 h,7.000,f,t
v3360,r6565,Tokimeki Memorial 4,12,30-50 h,50.000,t,f
v3371,r6579,Cla☆Cra - CLASSY☆CRANBERRY'S,18,10-30 h,10.917,f,t
v3389,r6603,Mamono Musume to no Seikatsu ~Alraune no Baai~,18,Unknown,16.333,f,t
v3391,r7964,Comsome! ~Combination Somebody~,12,10-30 h,28.000,f,f
v3413,r6647,Sono Hanabira ni Kuchizuke o: Tenshi no Hanabira Zome,18,2-10 h,3.405,f,t
v3415,r6653,Viper-V16,18,2-10 h,2.783,f,f
v3419,r6662,Hachigatsu no Nostalgia ~The Summer with You~,18,Unknown,6.644,f,f
v3420,r6671,Viper-M1,18,2-10 h,1.511,f,f
v3432,r6693,Seraphim Spiral -Shounen no Ori-,0,Unknown,9.417,f,f
v3433,r6697,Famicom Tantei Club: Kieta Koukeisha,0,2-10 h,9.770,f,f
v3442,r7008,Shuukaku no Juunigatsu ~Haru~,12,2-10 h,5.750,f,f
v3445,r7004,Shuukaku no Juunigatsu ~Natsu~,12,2-10 h,5.000,f,f
v3447,r7009,Shuukaku no Juunigatsu ~Aki~,12,2-10 h,5.500,f,f
v3448,r6715,"24-ji, Kimi no Heart wa Nusumareru ~Kaitou Jade~",18,10-30 h,12.250,f,f
v3450,r6719,School Panic!,18,Unknown,11.500,f,f
v3456,r6728,Immoral Study Scenario 3: Asakura Manami,18,0-2 h,0.540,f,t
v3457,r13687,Dosukebe Futanarikko ga Hitome o Nusunde Oogoe de Senzuri ~Asa kara Zusshiri ☆ Milk Pot 1.5L~,18,0-2 h,3.217,t,t
v3458,r6798,Ikusa Otome Suvia,18,2-10 h,5.292,t,t
v3460,r6730,Kuro no Juujika ~Per Aspera~,18,Unknown,12.567,f,f
v3472,r30709,Tayutau Toki,18,Unknown,7.050,f,f
v3473,r30710,Naburi Yuugi,18,10-30 h,5.217,f,f
v3481,r6754,Majo Gari no Yoru ni,18,Unknown,8.000,t,f
v3493,r6780,Nakadashi Oni -Mujintou de Okashiai-,18,2-10 h,2.500,f,t
v3496,r6785,Oppai Heart ~Kanojo wa Kedamono Hatsujouki!?~,18,10-30 h,19.000,t,t
v3500,r6790,Shakkin Shimai 2 Afterstory,18,2-10 h,5.000,f,f
v3506,r6806,"Akai Yoru, Hoshi no Sasayaki o Kike",18,Unknown,8.517,f,f
v3515,r6817,Choukui no Hana,18,Unknown,3.683,f,f
v3521,r6837,Kafu ~Kono Shirabe ga Kimi ni Todokimasu You ni~,18,Unknown,9.833,f,f
v3525,r49949,"Bokura wa Minna, Koi o Suru ~Nous Tous chute dans l'amour.~",0,2-10 h,12.250,f,f
v3528,r130130,Rosarium ~Tsunagareta Shounen~,18,Unknown,8.000,f,t
v3531,r6847,Bara no Ki ni Bara no Hanasaku,18,30-50 h,31.167,f,f
v3537,r6855,Kotori Love Ex P,18,10-30 h,30.208,f,f
v3549,r6872,Otometeki Koi Kakumei★Love Revo!!,12,10-30 h,36.450,f,f
v3553,r6882,Nee ♥ Summer! ~Nee ♥ Sama!~,18,2-10 h,7.783,t,t
v3560,r6896,Shikabane Maid-chan to Kichiku na Goshujin-sama,18,2-10 h,3.333,f,t
v3563,r6903,Sakura Yuki,18,10-30 h,9.667,f,f
v3576,r6921,Tokyo Kizoku,18,2-10 h,0.917,f,f
v3578,r6923,Mamotte Kurechau,18,0-2 h,7.000,f,f
v3588,r6933,One ~Sekai de Tada Hitori Boku no Kimi wa Hitori Dake~,18,0-2 h,3.300,f,f
v3591,r6936,D.Zone,18,10-30 h,11.933,f,f
v3593,r6938,Houkago no Kaidan Karera no Sumu Basho,18,0-2 h,6.683,f,f
v3599,r6945,Palais de Reine,0,Unknown,11.000,f,f
v3603,r6951,Nekoneko Mistress,18,2-10 h,5.917,f,t
v3614,r31786,Heavenly Blue,18,2-10 h,10.467,f,f
v3619,r6971,Norukasoruka,0,2-10 h,5.100,f,f
v3632,r6992,Love Love H-Maid,18,0-2 h,0.259,f,t
v3637,r6998,Orphan Drug,18,0-2 h,1.783,f,f
v3638,r6999,Getsuyoubi no Pan to Gyuunyuu,18,0-2 h,1.550,f,f
v3640,r7001,Time Flies,18,0-2 h,1.717,f,f
v3643,r113150,Shuukaku no Juunigatsu ~Fuyu~,0,2-10 h,8.317,f,f
v3644,r7010,Shuuren no Juunigatsu,12,2-10 h,3.967,f,f
v3659,r109211,Koibito Yuugi,18,10-30 h,18.556,f,f
v3660,r25297,Shingakkou -Noli me tangere-,18,30-50 h,60.421,f,f
v3671,r7047,Acchi Muite Koi,18,10-30 h,20.811,f,f
v3683,r7063,Yakin Byoutou,18,10-30 h,8.442,t,t
v3684,r7065,Tokyo Alice,0,2-10 h,3.095,f,f
v3686,r7067,Moonrise,0,Unknown,2.517,f,f
v3696,r7089,My Merry May,0,10-30 h,42.000,f,f
v3697,r7091,My Merry Maybe,0,50+ h,85.000,f,f
v3700,r7100,Junsei Tenshi Primity☆Miel ~Yami ni Miirareta Twin Angel~,18,2-10 h,7.367,f,t
v3706,r7114,Kuroinu ~Kedakaki Seijo wa Hakudaku ni Somaru~,18,30-50 h,15.509,t,t
v3710,r7121,Boku no Atarashii Sensei,18,Unknown,14.000,f,t
v3713,r7126,Cheergirl Shuudan Rape ~Gohoushi Niku Dorei~,18,Unknown,0.750,f,t
v3716,r7134,Gakuen Shojo Gari,18,Unknown,16.000,f,t
v3723,r7143,Ganbari Daughter,18,2-10 h,1.267,f,t
v3724,r7163,Sky,18,Unknown,16.000,f,f
v3729,r133316,Monbabara AS,18,2-10 h,3.583,f,f
v3738,r7943,Utatemeguri,18,10-30 h,34.500,f,f
v3743,r7170,Itsu no Ma ni ka Kanojo wa...,18,0-2 h,6.300,f,t
v3745,r7174,Swindle,18,30-50 h,35.000,f,f
v3746,r7948,Real Imouto ga Iru Ooizumi-kun no Baai,18,10-30 h,11.573,f,f
v3750,r7180,Nanpa Nama Hame Nakadashi Banzai 2,18,2-10 h,8.400,f,t
v3760,r7197,Chichi Ijime Bakunyuu Shimai Kyouentan,18,Unknown,7.000,f,f
v3765,r7210,Bad Name,18,10-30 h,13.000,f,f
v3767,r12117,Tiny Dungeon ~BLACK and WHITE~,15,10-30 h,24.233,f,f
v3769,r7223,Masoluv,18,2-10 h,7.583,f,t
v3770,r11524,Aiyoku no Eustia,15,30-50 h,43.247,f,f
v3774,r7228,Fami☆Resu,18,Unknown,2.000,f,t
v3779,r7236,Katei Houmon,18,Unknown,10.000,f,t
v3785,r7251,Ryoujoku Hitozuma Club,18,Unknown,10.000,f,t
v3789,r7843,Kimi no Nagori wa Shizuka ni Yurete,18,10-30 h,15.600,f,f
v3790,r14767,Meguri Megureba Meguru Toki!?,18,10-30 h,26.000,f,f
v3812,r7286,Mama wa Joshikousei,18,2-10 h,1.667,f,t
v3814,r7291,Nakadashi Haramase Oyako Donburi,18,0-2 h,4.500,f,t
v3820,r7302,Akai Suna Ochiru Tsuki,0,10-30 h,27.150,f,f
v3825,r8200,Nanapuri.,0,10-30 h,55.500,f,f
v3833,r7321,Hentai Seiheki Dominance - Femdom of Paraphilia,18,2-10 h,3.333,f,t
v3856,r7364,Nijuuei,18,10-30 h,18.704,f,f
v3859,r7369,Sakura Bitmap,18,10-30 h,16.750,f,f
v3861,r14766,Otome wa Boku ni Koishiteru ~Futari no Elder~,18,10-30 h,43.439,t,f
v3862,r7372,Enbou no Felshis ~Horizon of the Earth and Sky~,18,50+ h,69.500,f,f
v3883,r8133,Albatross Koukairoku,18,30-50 h,46.979,f,f
v3890,r7433,Sakura Taisen 4 ~Koiseyo Otome~,12,10-30 h,12.711,f,f
v3891,r83996,Sakura Taisen V Episode 0 ~Kouya no Samurai Musume~,0,Unknown,6.550,f,f
v3892,r7437,Sakura Taisen V ~Saraba Itoshiki Hito yo~,12,10-30 h,28.117,t,f
v3896,r12396,SISTERS ~Natsu no Saigo no Hi~,18,2-10 h,6.122,f,t
v3898,r7463,Heaven -Death Game-,18,10-30 h,22.500,f,f
v3901,r7467,Sister Harassment♪,18,2-10 h,2.250,f,f
v3911,r7484,CANDY GIRL,18,Unknown,6.000,f,f
v3920,r7515,Bokura no Harahara School Life ~Class Zen'in Nakadashi Kanryou~,18,2-10 h,3.000,f,t
v3921,r7517,Koutetsu no Majo Annerose,18,10-30 h,11.278,t,t
v3926,r7525,Sora to Kioku no Kanata,18,2-10 h,12.917,f,f
v3930,r7529,Gonin!? ~Pitari to Tekichuu! Kyousei Uranai♪~,18,Unknown,15.000,f,f
v3938,r7965,Tasogare no Sinsemilla,0,30-50 h,33.462,f,f
v3939,r77414,Gothderi -Gothic Delusion-,0,2-10 h,10.636,f,f
v3941,r7671,Rui wa Tomo o Yobu Fan Disc -Asu no Mukou ni Mieru Kaze-,18,10-30 h,23.320,f,f
v3947,r7591,BUNNYBLACK,18,30-50 h,31.950,f,f
v3954,r7600,Kazoku Koukan Ane-Haha-Imouto,18,10-30 h,5.208,f,t
v3964,r7626,Play Novel: Silent Hill,0,2-10 h,6.513,f,f
v3970,r9691,"BALDR SKY DiveX ""DREAM WORLD""",18,10-30 h,53.521,f,f
v3971,r11273,Axanael,18,10-30 h,45.006,f,f
v3973,r7678,Niji no Kanata ni,18,0-2 h,0.760,f,f
v3977,r56770,Walpurgis,0,10-30 h,12.475,f,f
v3984,r7720,V.G. Neo,18,10-30 h,18.713,t,f
v3988,r7744,Sora o Aogite Kumo Takaku,18,30-50 h,50.633,f,f
v3989,r7746,Last Purify,0,10-30 h,12.333,f,f
v3990,r9179,Kono Uta ga Owattara ~When This Song Is Over~,18,10-30 h,10.000,f,f
v3992,r7750,Suzukaze no Melt -Where wishes are drawn to each other-,18,10-30 h,48.000,f,f
v3994,r7753,Zaishuu -The Sin-,18,10-30 h,19.228,f,f
v4000,r7765,Kawareru Shimai,18,2-10 h,3.000,f,t
v4004,r7857,Reijou Sadistic Gekokujou Conspiracy,18,10-30 h,30.000,f,t
v4005,r7774,Imouto-sama no Oose no Mama ni,18,0-2 h,0.467,f,t
v4008,r7783,Loli Maso,18,2-10 h,5.733,f,t
v4017,r47173,Koiiro Chu! Lips,18,10-30 h,14.950,f,f
v4021,r10125,fortissimo//Akkord:Bsusvier,0,10-30 h,34.000,f,f
v4028,r7828,Koi to Senkyo to Chocolate,18,30-50 h,32.633,t,f
v4032,r7832,Kiss x 300 Konna Sekai,18,Unknown,16.133,f,t
v4037,r23073,Eroge! ~H mo Game mo Kaihatsu Zanmai~,18,10-30 h,17.439,t,t
v4038,r9194,Zettai Junshu ☆ Kyousei Kozukuri Kyokashou!!,18,10-30 h,10.000,t,t
v4040,r7842,Kiriya Hakushakuke no Roku Shimai,18,10-30 h,20.000,t,f
v4041,r16074,Walkure Romanze ~Shoujo Kishi Monogatari~,18,10-30 h,31.282,t,t
v4045,r7854,Yume Miru Egoist,18,Unknown,3.000,f,t
v4053,r7879,Koyuki no Aka,18,Unknown,9.000,f,f
v4060,r121775,CLANNAD - Hikari Mimamoru Sakamichi de,0,2-10 h,7.102,t,f
v4063,r7902,Mr.Invisible -Legend of Rapest-,18,0-2 h,2.517,f,t
v4070,r10102,Akogare,18,2-10 h,8.000,f,f
v4075,r17801,Kurutta Kajitsu,18,2-10 h,2.322,f,f
v4076,r7937,Mama! Tsuma?,18,2-10 h,3.500,f,f
v4080,r7949,Again,12,10-30 h,10.058,f,f
v4089,r7963,Sawasawa Enikki 3 ~Mimikko to Chomechome Hen~,18,0-2 h,5.000,f,t
v4090,r11472,Tsubasa no Oka no Hime: A Red and Blue Moon -Finite Loop-,18,10-30 h,17.306,f,f
v4091,r7968,"Second Novel ~Kanojo no Natsu, 15-fun no Kioku~",12,10-30 h,34.000,f,f
v4092,r7969,Kunoichi Asuka ~Yoshiwara Yuukaku Kidan~,18,10-30 h,25.500,f,t
v4093,r7970,Tokubetsu Jugyou 2,18,Unknown,13.000,t,f
v4094,r7971,Mesu Kyoushi 2 ~Injuu no Rasen~,18,10-30 h,8.000,f,f
v4103,r7981,Rinjin Kansatsu,18,2-10 h,4.167,f,t
v4107,r7985,Hadaka Shitsuji,18,30-50 h,29.953,f,t
v4112,r7991,Hitorijime! ~Mama mo Shimai mo Otonari-san mo~,18,10-30 h,6.000,f,t
v4120,r8005,Hitozuma Nurse no Inraku Karte,18,2-10 h,2.833,f,t
v4121,r8007,Ikaseya Heiji ~Seikan Massa Jigoku~,18,Unknown,3.417,f,t
v4122,r8010,JK to Inkou Kyoushi 2 ~Chikan Densha Hen~,18,Unknown,4.017,f,t
v4124,r8014,Cthulhu ~Great Hunting~,18,Unknown,7.772,f,f
v4128,r8019,Tsuma Youji ~Boku wa Hitozuma Kanrinin~,18,Unknown,3.933,f,f
v4129,r8020,Tsuma Youji 2 ~Boku wa Hitozuma Tenjouin~,18,Unknown,5.400,f,f
v4136,r51994,Akizora ni Mau Confetti,18,10-30 h,11.428,f,f
v4137,r8030,Toradora! Portable,15,10-30 h,19.358,t,f
v4142,r8035,Yureru Bus Guide ~Oppai ga Ippai~,18,Unknown,14.000,f,f
v4146,r12574,Jokyoushi o Kurau,18,Unknown,2.667,f,t
v4153,r8056,Mesu Kyoushi ~Injoku no Kyoushitsu~,18,10-30 h,16.622,t,t
v4175,r8084,Yokodori ~Omae no Mono wa Ore no Mono~,18,Unknown,2.950,f,f
v4185,r8096,Misshitsu no Sacrifice,15,30-50 h,25.344,f,f
v4189,r8104,Tenshi no Nichiyoubi “ef - a fairy tale of the two.” Pleasurable Box.,18,2-10 h,8.863,f,f
v4190,r8105,Rocket no Natsu,18,10-30 h,22.000,f,f
v4191,r8106,Boku no Taisetsu na Mono,18,0-2 h,1.994,f,f
v4194,r8111,Wasuremono to Otoshimono,18,2-10 h,2.600,f,f
v4199,r8119,Kiss x 100 GiriGiri na Onna-tachi,18,2-10 h,2.050,f,t
v4201,r8122,Friends ~Child Flower~,18,10-30 h,23.000,f,f
v4203,r77757,Datsu! To-Love-Ru Jan,18,2-10 h,3.567,t,t
v4204,r8128,Cobra II: Densetsu no Otoko,0,2-10 h,8.000,t,f
v4211,r8138,Kare to Kanojo to Kanojo no Chuugi,15,0-2 h,0.417,f,f
v4219,r8153,Unlucky★,0,0-2 h,0.333,f,f
v4232,r8170,Amaemu♪ ~Okaa-san no Kazoku Keikaku~,18,2-10 h,0.700,f,t
v4234,r15323,SoniComi,0,30-50 h,26.483,t,f
v4239,r8181,KI-Z-NA,18,2-10 h,5.750,f,f
v4247,r8197,Koijibashi,18,Unknown,5.417,f,f
v4253,r34364,uni.,0,2-10 h,12.000,f,f
v4255,r8213,Bokura no Kankin Shinsatsushitsu ~Shimai Torikaekko Choukyou~,18,Unknown,4.500,f,t
v4258,r8221,Hitozuma Dorei Kissa,18,0-2 h,0.500,f,t
v4259,r12443,Taiyou no Promia,0,10-30 h,29.817,f,f
v4264,r8228,Komokyun!! ~Heart ni Yureru Tamashii no Fandisc~,18,0-2 h,3.217,f,f
