vndb_id,vn_name,release_year,release_month,rating_bayesian,vn_vote_count
v1120,Sengoku Hime ~Senran no Yo ni Honoo Tatsu~ (戦極姫～戦乱の世に焔立つ～),2008,11,583,44
v11201,Skko Queen ~Kaichou no Maid-tachi~ (えすっ娘クイーン～会長のメイド達～),2012,11,726,25
v11204,Gangsta Republica (ギャングスタ・リパブリカ),2013,5,681,60
v11205,Unmei ga Kimi no Oya o Erabu Kimi no Yuujin wa Kimi ga Erabu (運命が君の親を選ぶ　君の友人は君が選ぶ),2013,1,675,31
v1121,Triangle Heart 2 ~Sazanami Joshiryou~ (とらいあんぐるハート2 ～さざなみ女子寮～),1999,7,711,19
v1122,Triangle Heart 3 ~Sweet Songs Forever~ (とらいあんぐるハート3～Sweet Songs Forever～),2000,12,699,21
v1123,"~Momiji~ ""Watashi... Ningyou ja Arimasen..."" (～もみじ～ 「ワタシ...人形じゃありません...」)",2001,4,,4
v11233,Chaos Labyrinth,2012,11,721,49
v11237,"Sengoku Hime 4 ~Souha Hyakkei, Hana Mamoru Chikai~ (戦極姫4～争覇百計、花守る誓い～)",2012,12,780,41
v11239,Tasogaredoki ~Kaidan Romance~ (黄昏時～怪談ロマンス～),2013,1,595,9
v1126,Hajimete no Orusuban (はじめてのおるすばん),2001,12,632,32
v1127,Dorei Ichiba (奴隷市場),2000,12,746,15
v11281,Into Your World,2000,3,,1
v1129,Metamor Fantasy (メタモルファンタジー),2001,11,690,6
v11292,Pastel Chime 3 Bind Seeker (パステルチャイム3 バインドシーカー),2013,1,748,119
v11300,Hitotsu Tobashi Ren'ai (ひとつ飛ばし恋愛),2013,3,693,203
v11301,ALIA's CARNIVAL!,2014,2,753,208
v11303,Osananajimi (幼なじみ),2000,10,,0
v11309,Ren'ai Banchou 2: Midnight Lesson!!! (恋愛番長2 MidnightLesson!!!),2012,1,601,15
v1131,Kisaku (鬼作),2001,3,790,64
v11312,Tokyo Yamanote Boys Fresh Ginger Disc (TOKYOヤマノテBOYS FRESH GINGER DISC),2012,5,674,6
v11313,Tokyo Yamanote Boys Pure Raspberry Disc (TOKYOヤマノテBOYS PURE RASPBERRY DISC),2012,7,712,9
v11314,Tokyo Yamanote Boys Black Vanilla Disc (TOKYOヤマノテBOYS BLACK VANILLA DISC),2012,9,739,12
v11316,Kikouyoku Senki Gin no Toki no Corona -Fortune Dragon's- (輝光翼戦記 銀の刻のコロナ -Fortune Dragon’s-),2013,1,711,37
v1132,Cosmos no Sora ni (秋桜の空に),2001,7,709,15
v1133,Brightia,2001,4,628,9
v11340,"Wajin Ibunroku ~Asaki, Yumemishi~ (倭人異聞録～あさき、ゆめみし～)",2012,10,678,12
v11342,Uta no☆Prince-sama♪ All Star (うたの☆プリンスさまっ♪All Star),2013,3,750,52
v1135,Demiourgos no Musume ~Hitomi no Naka no Miko Hime~ (デミウルゴスの娘～瞳の中の巫女姫～),2003,2,,4
v11352,Costume (こすちゅ～む),1999,9,,1
v11354,Hina ~Ippai Daisuki~ (ヒナ～いっぱい大好き～),2001,9,,0
v1136,Aka (朱－Aka－),2003,6,739,29
v1137,Maou no Musume-tachi (魔王の娘たち),2004,4,622,13
v11375,Minna Sasagechau! (みんな捧げちゃう！),2013,1,678,49
v11377,Suki de Suki de Tamaranai (好きで好きでたまらない),2012,11,643,18
v1138,Minna no Uta (ミンナノウタ),2008,12,693,5
v1140,Maji Suki ~Marginal Skip~ (マジスキ～Marginal Skip～),2009,3,735,33
v1141,Ore-tachi ni Tsubasa wa Nai ―――under the innocent sky. (俺たちに翼はない ―――under the innocent sky.),2008,11,856,456
v11410,Suki no Katachi (スキノカタチ),2000,10,,3
v11414,Anedori ~Ochiteiku Onee-chan o Tasukerarenai Boku~ (姉撮 ～堕ちていくお姉ちゃんを助けられない僕～),2012,11,626,34
v11419,Triple x Sadistic -Do S na Ore to Reijou-tachi no 14-kakan- (TRIPLE×SADISTIC -ドSなオレと令嬢たちの14日間-),2012,11,605,33
v1142,La Vie de Chateau (ラヴィドシャトゥ －La vie de chateau－),1999,12,643,7
v11425,Ryuu Otome Gladiate (竜乙女グラディエイト),2012,11,578,6
v1143,Maji de Watashi ni Koi Shinasai! (真剣で私に恋しなさい！),2009,4,836,8059
v11433,Koiseyo!! Imouto Banchou (恋せよ!!妹番長),2013,2,710,60
v11442,Kagome no Mayu -Jutai no Ninpouchou- (籠女の繭 −受胎忍法帖−),2012,12,667,16
v1145,VenusBlood -CHIMERA- (ヴィーナスブラッド・キメラ),2008,10,652,158
v11453,Gimai ~Haitoku no Chigiri~ (犠妹～背徳の契り～),2001,1,697,6
v11454,Koibana Days (恋花デイズ),2013,6,666,23
v11457,Mahou Tou Shoujo Suzune (魔法闘少女スズネ),2010,7,,1
v11458,Kurenai Tsuki (紅月－くれないつき－),2006,1,,1
v1146,Little Piece Vol.1 (りとる・ピース vol.1),2008,3,,2
v11461,Tenshi no Hashigo (てんしのはしご),2000,8,,1
v11464,Tamayura (たまゆら－霊響－),2002,4,,2
v11466,Maid Youbi wa H ga Ippai (メイド曜日はＨがいっぱい),2003,6,,2
v11469,Getsuei no Kusari -Sakuran Paranoia- (月影の鎖 -錯乱パラノイア-),2013,4,761,36
v1147,Little Piece Vol.2,2008,5,,0
v11472,Ken ga Kimi (剣が君),2013,11,853,186
v11477,Utagoe 2 ~Dance Mix~ (淫声2 ～DANCE MIX～),2000,3,,2
v11478,Dennou Yousei ~Cyber Fairy~ (電脳妖精 ～サイバーフェアリー～),2002,3,,1
v1148,Yunchu ~Ojou-sama wa Gohoushichuu~ (ゆんちゅ～お嬢さまはご奉仕中～),2006,1,663,14
v11483,Butterfly Lip,2013,9,619,16
v11487,Nerawareta Megami Tenshi Angeltear ~Mamotta Ningen-tachi ni Uragirarete~ (狙われた女神天使エンゼルティアー ～守った人間達に裏切られて～),2013,12,784,117
v1150,Castle Fantasia ~Erencia Senki~ (キャッスルファンタジア ～エレンシア戦記～),2000,4,665,23
v11500,Shinigami Kagyou ~Kaidan Romance~ (死神稼業～怪談ロマンス～),2013,3,658,11
v11502,Solomon's Ring (Solomon’s Ring),2012,12,640,12
v11504,Shiratsuyu no Kai (しらつゆの怪),2013,8,570,38
v1151,Myself;Yourself,2007,12,689,33
v11517,Tentama (てんたま),2001,1,690,11
v11519,Tentama 2wins (てんたま 2wins),2004,2,597,5
v1152,Memories Off (メモリーズオフ),1999,9,735,120
v1153,Memories Off 2nd (メモリーズオフ セカンド),2001,9,771,133
v1154,Chaste ☆ Chase! (ちぇいすと☆ちぇいすっ！),2008,11,709,7
v1155,Kikouyoku Senki Tenkuu no Yumina (輝光翼戦記 天空のユミナ),2008,10,741,1182
v11559,Onii-chan ni wa Zettai Ienai Taisetsu na Koto. (お兄ちゃんにはぜったい言えないたいせつなこと。),2013,1,744,86
v11561,Koi no Hanashi to (恋の話と),2013,1,620,20
v11562,Sora no Ue no Omocha (空の上のおもちゃ),2005,8,684,11
v11566,Ariard -Shounen Alice- (Ariard-少年アリス-),2012,12,695,55
v11568,Mote Sugite Shuraba na Ore (モテすぎて修羅場なオレ),2012,12,700,82
v11569,Unmei Yohou o Oshirase Shimasu (運命予報をお知らせします),2013,3,710,63
v1157,WIZARD GIRL AMBITIOUS,2008,9,665,39
v1158,Naisho Shishunki ~Himitsu ni Koi Suru Imouto-tachi~ (ないしょ思春期 ～ヒミツに恋する妹たち～),2008,11,588,7
v11584,Sweet Palace,1999,9,,0
v1159,Kokorono (ココロノ),2008,11,636,30
v11590,Susukinohara no Yakusoku (ススキノハラの約束),2001,5,,1
v11599,Nana (NANA -ナナ-),2005,3,,2
v116,Pururun Café (ぷるるんカフェ),2004,12,605,704
v1160,Musumaker (むすめーかー),2008,11,749,167
v11609,Itsuka no Sora (いつかの空),2001,9,,2
v1161,Omega no Shikai -Aki Kaketa Shiki no Ai- (Omegaの視界 アキかけたシキのアイ),2008,8,691,9
v1162,Omega no Shikai -1. Shiki no Hajimari- (Omegaの視界 1.シキのはじまり),2006,12,658,11
v11620,Madou Koukaku ~Yami no Tsuki Megami wa Doukoku de Utau~ (魔導巧殻 ～闇の月女神は導国で詠う～),2013,2,784,459
v11621,Hiiro no Kakera Shin Tamayorihime Denshou -Piece of Future- (ヒイロノカケラ 新玉依姫伝承 -Piece of Future-),2011,7,641,9
v11624,"Zettai Junshu ☆ Kozukuri Kyokashou Paradise!! ~Aa, Subarashiki Haramasekai~ (ぜったい遵守☆子作り許可証ぱらだいす!!～嗚呼、素晴らしき孕ま世界～)",2013,3,755,131
v1163,Kagiroi ~Shaku Kei~ (かぎろひ～勺景～),2009,1,669,10
v11636,STORM LOVER 2nd,2013,6,729,18
v11637,Hana Awase (華アワセ),2012,12,814,64
v11639,Geten no Hana (下天の華),2013,3,801,34
v11640,Rakuen Danshi ~Dare mo Shiranai Mou Hitotsu no Rakuen~ (楽園男子 ～誰も知らない もう一つの楽園～),2013,5,564,8
v11641,Hatsukare☆Ren'ai Debut Sengen! (はつカレっ☆恋愛デビュー宣言!),2013,4,735,35
v1165,"Kimi ga Yobu, Megiddo no Oka de (君が呼ぶ、メギドの丘で)",2008,12,696,44
v11654,PALETTE,1998,11,,3
v11660,STEINS;GATE: Senkei Kousoku no Phenogram (STEINS;GATE 線形拘束のフェノグラム),2013,4,732,776
v11664,Ayumi-chan Labo (あゆみちゃんLABO),2003,10,,0
v11665,Stay With... ~Karen ga Kureta Kisetsu~ (Stay With… ～カレンがくれた季節～),1999,6,,1
v1167,Mare Mare Mare (メアメアメア),2008,11,689,18
v11677,Hanasaku Manimani (花咲くまにまに),2013,11,631,13
v11686,Inpyuri -Hito to Anata to Ayakashi to- (いんぴゅり -ヒトとアナタとアヤカシと-),2013,2,668,42
v11688,"Game demo, Papa no Iu Koto o Kikinasai! (ゲームでも、パパのいうことを聞きなさい!)",2012,4,,2
v117,Brave Soul,2001,3,682,730
v1170,Omoide ni Kawaru Kimi ~Memories Off~ (想い出にかわる君 ～メモリーズオフ～),2002,11,683,51
v11700,Ginga Ojou-sama Densetsu Yuna 2: Eien no Princess (銀河お嬢様伝説ユナ2 永遠のプリンセス),1995,6,698,13
v11702,Kakuriyo (幽冥－カクリヨ－),2001,12,,2
v1171,Memories Off ~Sorekara~ (Memories Off ～それから～),2004,6,755,86
v11711,Nai Mono Nedari wa Mou Oshimai (ナイものねだりはもうお姉妹),2013,3,677,37
v11712,Zutto Sukishite Takusan Sukishite (ずっとすきして たくさんすきして),2013,6,719,77
v11724,Princess Kiss! ~Shoujo 1000-nenki Monogatari~ (プリンセスキッス！ ～少女1000年紀物語～),2012,12,654,33
v11725,LO-Angle!! (LOあんぐる！！),2013,3,685,35
v11726,Ojou-sama wa Gokigen Naname (お嬢様はご機嫌ナナメ),2013,3,729,142
v1173,Memories Off ~Sorekara Again~ (Memories Off ～それから again～),2006,3,702,45
v11734,Phase-D: Souka no Shou (Phase D 蒼華の章),2012,1,,2
v11749,Natsunone -Ring- (夏音 -Ring-),2005,9,,2
v1175,Angelium -Tokimeki Love God- (ANGELIUM -ときめきLOVE GOD-),2003,3,703,13
v1176,Angel Wish ~Houkago no Meshitsukai ni Chu!~ (AngelWish～放課後の召使いにチュッ!～),2004,5,669,24
v1177,Little Little Election,2003,5,585,5
v1179,Flyable Heart,2009,3,747,608
v11798,Nozokimi Yuurei!! (のぞきみユーレイ！！),2003,10,,0
v1180,Sekai no Subete (世界ノ全テ),2002,4,694,19
v11801,Kago no Tori: The Caged Bird (カゴノトリ THE CAGED BIRD),2003,10,,1
v1181,W. L. O. Sekai Ren'ai Kikou (W.L.O. 世界恋愛機構),2009,1,751,98
v1183,LOST CHILD,2006,3,593,14
v1185,Stellar ☆ Theater,2009,6,711,55
v11855,Natsukumo Yururu (なつくもゆるる),2013,5,788,217
v11856,Fureraba ~Friend to Lover~ (フレラバ ～Friend to Lover～),2013,5,765,2699
v11857,Magical Charming!,2013,4,739,151
v1186,Dungeon Crusaderz 2 ~Eigou no Rakudo~ (ダンジョンクルセイダーズ2～永劫の楽土～),2008,12,717,36
v11865,Futagoza no Paradox (双子座のパラドクス),2013,2,709,60
v1187,KimiKiss (キミキス),2006,5,735,60
v11879,0 Ji no Kane to Cinderella ~Halloween Wedding~ (０時の鐘とシンデレラ～Halloween Wedding～),2013,5,754,38
v11881,Gensou no Idea ~Oratorio Phantasm Historia~ (幻創のイデア～Oratorio Phantasm Historia～),2013,4,768,172
v11897,Offline Shoujo (オフライン少女),2012,4,689,18
v11899,Color of White,2012,12,652,55
v1190,Ashita no Nanami to Au Tame ni ~Ashita no Kimi to Au Tame ni~ Fandisc (明日の七海と逢うために〜明日の君と逢うために〜FAN DISC),2008,10,751,35
v11904,Hyaku Monogatari ~Kaidan Romance~ (百物語～怪談ロマンス～),2013,9,681,6
v11907,Mythos: Somaru Sekai no Erutaju - Dai Ichi Bu (MYTHOS 染まる世界のエルタージュ　第一部),2013,2,,3
v11908,Minyo! 2 ~Kondo wa Shamusho~ (みにょっ！2～今度は社務所～),2005,3,,1
v11916,Mesu Kyoushi 3 ~In'etsu no Gakusha~ (牝教師3 ～淫悦の学舎～),2013,4,779,216
v11920,Imouto Paradise! 2 ~Onii-chan to Gonin no Imouto no Mo~tto! Ecchi Shimakuri na Mainichi~ (妹ぱらだいす！２～お兄ちゃんと5人の妹のも～っと！エッチしまくりな毎日～),2013,4,705,940
v1193,Cross Days,2010,3,656,137
v1194,Yosuga no Sora (ヨスガノソラ),2008,10,741,1602
v11943,VitaminZ Graduation,2013,1,691,7
v1195,Himegari Dungeon Meister (姫狩りダンジョンマイスター),2009,2,766,349
v11955,Gleam Garden no Shoujo -witch in gleamgarden- (グリムガーデンの少女 -witch in gleamgarden-),2013,4,739,117
v1196,Daisounan,2009,3,700,43
v11960,O*G*A Oni-Gokko Royale Hunter wa Field de Koi o Suru (O*G*A 鬼ごっこロワイアル ハンターは孤島で恋をする),2013,7,688,8
v11962,Tozasareta In'yoku no Gakuen (閉ざされた淫欲の学園),2013,1,637,9
v1197,Summer Radish Vacation!! (Ｓｕｍｍｅｒラディッシュ・バケーション!!),2003,4,586,38
v11971,AKB1/149 Ren'ai Sousenkyo (AKB1/149 恋愛総選挙),2012,12,721,13
v11976,Seijaku ni Chain-saw (静寂に電気鋸),2011,8,,0
v11979,Bunny☆Trap ~Usagi wa Ecchi Shinai to Shinjaun Desu~ (Bunny☆Trap～うさぎはエッチしないと死んじゃうんです～),2012,12,598,9
v1198,Amber Quartz (アンバークォーツ),2009,1,727,36
v11981,Yokujou Tomarunners ~Elmeros wa Zecchou Shita~ (欲情トマランナーズ ～エルメロスは絶頂した～),2012,11,547,7
v11984,Urakata Hakuouki (裏語 薄桜鬼),2013,6,651,19
v11985,VitaminR (ビタミンR),2013,8,720,8
v1199,Sakaagari Hurricane - Let's Pile Up Our School!! (さかあがりハリケーン),2008,11,709,73
v11996,Sado★Bu! ~S-jo ni Ijime Nukare Bu♪~ (サド★部！～S女に虐めヌかれ部♪～),2013,1,652,52
v12,Tomoyo After ~It's a Wonderful Life~ (智代アフター ～It’s a Wonderful Life～),2005,10,749,2467
v1200,Sayonara o Oshiete ~Comment te Dire Adieu~ (さよならを教えて～comment te dire adieu～),2001,3,787,662
v12000,Yumekoi ~Yume Miru Mahou Shoujo to Koi no Jumon~ (ゆめこい ～夢見る魔法少女と恋の呪文～),2013,4,692,41
v12001,Dang! Dang! Danchizuma -Watashi Dake no Danna-sama ♥- (Dang！ Dang！ 団地妻 -わたしだけの旦那さま♥-),2013,4,611,23
v12019,School Wars ~Sotsugyou Sensen~ (スクール・ウォーズ～卒業戦線～),2013,6,,4
v12026,Manyokko ☆ Makorin ~Boku mo Mahou Shoujo!?~ (まにょっこ☆まこりん～僕も魔法少女！？～),2013,2,610,20
v12027,"Meguru Kisetsu no Yakusoku to, Tsunaida Sono Te no Nukumori to (めぐる季節の約束と、つないだその手のぬくもりと)",2013,9,745,6
v12028,Love La Bride (ラブらブライド),2013,3,714,94
v1203,Pandora no Yume (パンドラの夢),2001,11,737,35
v12030,Touhikou Game (逃避行GAME),2013,4,654,18
v12031,Ripple no Tamago ~Apprentice Magician~ (リプルのたまご ～Apprentice magician～),2003,6,,1
v12033,Eiyuu * Senki GOLD (英雄＊戦姫GOLD),2014,1,769,940
v12037,Saint Estella Gakuin no Shichinin no Majo (聖エステラ学院の七人の魔女),2013,3,743,128
v1204,Maou to Odore! 2 ~Change of the World~ (魔王と踊れ！2～change of the world～),2009,1,749,28
v12045,YASHA ~Kakusareta Kyouki~ (YASHA～隠された狂気～),2000,11,,0
v1205,Asa no Konai Yoru ni Dakarete -Eternal Night- (朝の来ない夜に抱かれて -ETERNAL NIGHT-),2002,6,664,6
v12058,Zecchou Seichou! Mahou Shoujo Haruka (絶頂成長！魔法少女ハルカ),2013,2,568,22
v12070,Guardian ☆ Place ~Do S na Imouto to 3-nin no Yome~ (Guardian☆Place ～ドエスな妹と3人の嫁～),2013,3,661,62
v12072,Negai no Kakera to Hakugin no Agreement (願いの欠片と白銀の契約者),2013,5,709,341
v1208,Zettai Joshi Ryouiki! (絶対女子寮域！),2008,11,654,7
v12084,Hyakka Ryouran Elixir (百花繚乱エリクシル),2013,4,725,49
v1209,Alto (あると),2006,2,677,15
v12094,Gakuen Counselor (学園カウンセラー),2002,10,,0
v12096,Sanzen Sekai Yuugi ~MultiUniverse Myself~ (参千世界遊戯 ~MultiUniverse Myself~),2013,10,709,58
v12097,Sono Hanabira ni Kuchizuke o: Atelier no Koibito-tachi (その花びらにくちづけを　アトリエの恋人たち),2013,3,730,173
v121,Chain Ushinawareta Ashiato (チェーン　失われた足跡),2001,6,661,284
v1210,Akiiro Ouka ~Akiiro Renka Fandisc~ (秋色謳華 ～秋色恋華ファンディスク～),2005,8,661,17
v1211,Miharu - Alto Another Story (みはる あるとアナザーストーリー),2006,8,677,8
v12111,Tenshi no Oshigoto -Their Wishes Afterward- (天使のお仕事 -Their Wishes Afterward-),1999,12,663,7
v1212,Ano Sora no Mukougawa (あの空の向こう側),2004,11,,1
v12125,Arcana Famiglia 2 (アルカナ・ファミリア 2),2013,11,761,34
v12126,Shirahana no Ori ~Hiiro no Kakera 4~ Shiki no Uta (白華の檻 ~緋色の欠片4~ 四季の詩),2013,9,760,22
v1213,Yuuhi no Mukougawa (夕緋ノ向コウ側),2004,9,658,7
v12131,Ai ♂ Mai ♀ Misuto (あい♂まい♀みすと),2013,2,709,51
v12132,Totsuzen Kaijin Ken Jimuin no Ore ga Mahou Shoujo-tachi o Otosu Hanashi ~Mahou Tenshi Angel Saber VS Aku no Soshiki Death Brand~ (突然怪人兼事務員の俺が魔法少女達を堕とす話 ～魔法天使エンジェルセイバーVS悪の組織デスブランド～),2013,1,680,23
v12141,Toki no Kizuna Hanayuitsuzuri (十鬼の絆 花結綴り),2013,7,766,23
v1215,Purely ~Sono Semai Aozora o Miagete~ (Purely ～その狭い青空を見上げて～),2007,8,732,17
v12150,"DIABOLIK LOVERS MORE,BLOOD",2013,10,664,173
v12155,-8,2014,1,626,19
v12159,Meiji Tokyo Renka (明治東亰恋伽),2013,9,727,50
v1216,Aikagi 2 ~Nureta Kami ga Kawaku Mae ni~ (あいかぎ2 ～濡れた髪が乾く前に～),2006,10,649,7
v12161,3-nin Iru! ~Happy Wedding in Livingroom~ (3人いる！ ～Happy Wedding in Livingroom～),2013,5,688,46
v12167,Amairo * Islenauts (天色＊アイルノーツ),2013,6,738,608
v12171,Diamond no Kuni no Alice ~Wonderful Mirror World~ (ダイヤの国のアリス ～Wonderful Mirror World～),2013,7,690,13
v12172,Hoshi no Ne Sanctuary (星ノ音サンクチュアリ),2013,8,696,122
v12179,Aikomyu!! - Idol Communication- (あいこみゅ!! -IDOL Communication-),2013,3,678,21
v1218,ALMA ~Zutto Soba ni...~ (ALMA　～ずっとそばに…～),2003,5,678,10
v12186,BUNNYBLACK3,2013,5,779,174
v12188,"Hanayaka Nari, Waga Ichizoku Tasogare Polar Star (華ヤカ哉、我ガ一族 黄昏ポウラスタ)",2013,7,,4
v1219,Chanter ~Kimi no Uta ga Todoitara~ (Chanter-キミの歌がとどいたら-),2006,10,652,9
v12194,Sentimental Prelude,2004,10,,3
v122,Doushin ~Sanshimai no Etude~ (同心～三姉妹のエチュード～),2000,4,565,204
v12201,Shukusai no Utahime -Kimi to Tsumugu Asu e no Uta- (祝祭の歌姫 ―君と紡ぐ明日への歌―),2013,3,627,17
v12210,Toaru Kazoku no Netorare Moyou -Kazoku Ai- (とある家族の寝取られ模様 -家族哀-),2013,3,639,52
v12232,"Honoo no Haramase ""Wanpaku"" Oppai Ojou-sama Gakuen ~""Mukashi no Sugata"" ni Natte Onnayu Free Pass! Skirt Mekuri Houdai! Itazura Nakadashi Haramase Tengoku!~ (炎の孕ませ“わんぱく”おっぱいお嬢さま学園～「昔の姿」になって女湯フリーパス！スカートめくり放題！いたずら中出し・孕ませ天国！～)",2013,5,763,91
v12234,Mermaid Prism (マーメイドプリズム),2006,10,,0
v12235,Kimagure Strawberry Café (きまぐれストロベリーカフェ),2003,10,,1
v1224,Haruiro ☆ Communication ♪ (春色☆こみゅにけ～しょん♪),2008,4,651,12
